1;arms_factory;1508.00;10.10;1417.00;0.11;0
1;arms_factory;1827.00;10.10;1406.00;2.78;0
1;arms_factory;1802.00;10.10;1414.00;5.44;0
1;arms_factory;1148.00;10.10;1405.00;2.17;0
1;arms_factory;1936.00;10.10;1413.00;3.38;0
1;arms_factory;1190.00;10.10;1398.00;1.22;0
1;industrial_complex;1277.00;10.10;1412.00;5.34;0
1;industrial_complex;1431.00;10.10;1421.00;5.45;0
1;industrial_complex;1522.00;10.10;1407.00;3.29;0
1;industrial_complex;1791.00;10.10;1417.00;5.95;0
1;industrial_complex;1802.00;10.10;1403.00;2.33;0
1;industrial_complex;1255.00;10.10;1416.00;3.89;0
1;air_base;1218.00;10.10;1401.00;1.73;0
1;bunker;1317.00;10.10;1415.00;4.40;0
1;bunker;1428.00;10.10;1402.00;0.78;0
1;bunker;1233.00;10.10;1411.00;2.34;0
1;bunker;1978.00;10.10;1414.00;0.18;0
1;bunker;1817.00;10.10;1406.00;2.84;0
1;bunker;1574.00;10.10;1411.00;5.50;0
1;bunker;1685.00;10.10;1399.00;2.24;0
1;anti_air_building;1753.00;10.10;1418.00;3.45;0
1;anti_air_building;1736.00;10.10;1402.00;1.29;0
1;anti_air_building;1370.00;10.10;1411.00;2.85;0
1;synthetic_refinery;1569.00;10.10;1422.00;5.51;0
1;fuel_silo;1616.00;10.10;1406.00;1.90;0
1;radar_station;1126.00;9.50;1397.00;5.50;0
1;rocket_site;1449.00;10.10;1407.00;6.12;0
1;nuclear_reactor;1220.00;10.10;1416.00;3.96;0
2;arms_factory;61.00;10.10;1248.00;5.44;0
2;arms_factory;46.00;10.10;906.00;2.17;0
2;arms_factory;63.00;10.10;141.00;3.38;0
2;arms_factory;57.00;10.10;1388.00;1.22;0
2;arms_factory;67.00;10.10;427.00;5.34;0
2;arms_factory;59.00;10.10;1837.00;5.45;0
2;industrial_complex;46.00;10.10;178.00;3.29;0
2;industrial_complex;63.00;10.10;1229.00;5.95;0
2;industrial_complex;55.00;10.10;1119.00;2.33;0
